session ID,session_duration,total_pages_viewed,main_category_count,clothing_models_count,avg_price,max_price,min_price,price_range,country,cluster
1300,2,1,1,2,50.0,62,38,24,29,3
1301,13,1,4,13,49.69230769230769,82,28,54,29,0
1302,2,1,2,2,47.5,57,38,19,29,3
1303,20,3,4,18,47.8,62,33,29,29,2
1304,5,1,2,4,43.0,48,28,20,29,1
1305,1,1,1,1,57.0,57,57,0,29,3
1306,3,2,1,3,46.0,62,38,24,29,3
1307,18,3,3,16,41.94444444444444,62,23,39,29,2
1308,1,1,1,1,28.0,28,28,0,29,1
1309,23,3,4,22,38.391304347826086,67,20,47,29,2
1310,1,1,1,1,33.0,33,33,0,29,1
1311,7,3,2,7,49.285714285714285,62,33,29,29,0
1312,6,2,3,6,48.333333333333336,67,33,34,29,0
1313,2,1,1,2,40.5,43,38,5,29,1
1314,1,1,1,1,38.0,38,38,0,29,1
1315,2,1,2,2,33.0,33,33,0,29,1
1316,3,2,2,3,36.333333333333336,38,33,5,29,1
1317,2,2,2,2,28.0,28,28,0,29,1
1318,27,3,4,21,42.77777777777778,82,23,59,29,2
1319,3,2,2,3,38.0,48,33,15,29,1
1320,12,2,3,11,48.666666666666664,72,38,34,29,0
1321,4,3,2,4,35.5,48,28,20,29,0
1322,4,3,1,4,35.5,43,23,20,29,1
1323,5,1,1,4,34.0,38,28,10,29,1
1324,16,3,2,10,56.5625,82,28,54,29,0
1325,2,1,1,2,23.0,26,20,6,29,1
1326,16,1,3,16,41.625,72,23,49,29,0
1327,8,4,3,5,42.875,57,28,29,29,0
1328,1,1,1,1,28.0,28,28,0,29,1
1329,3,1,1,1,50.0,50,50,0,29,3
1330,1,1,1,1,43.0,43,43,0,29,1
1331,4,1,2,4,36.75,48,28,20,29,1
1332,2,2,1,2,45.5,48,43,5,29,1
1333,1,1,1,1,52.0,52,52,0,29,3
1334,7,2,3,6,39.857142857142854,57,28,29,29,0
1335,16,2,2,13,46.5,82,23,59,29,0
1336,3,2,2,3,41.333333333333336,48,38,10,29,1
1337,3,3,2,3,41.333333333333336,43,38,5,29,1
1338,58,4,2,35,45.310344827586206,67,18,49,34,2
1339,19,5,3,19,38.31578947368421,52,23,29,29,2
1340,1,1,1,1,38.0,38,38,0,29,1
1341,3,1,3,3,46.0,52,38,14,29,0
1342,1,1,1,1,28.0,28,28,0,29,1
1343,5,2,3,3,50.6,57,43,14,29,0
1344,8,3,2,6,41.5,57,28,29,29,0
1345,58,4,4,53,44.12068965517241,82,23,59,29,2
1346,1,1,1,1,33.0,33,33,0,29,1
1347,1,1,1,1,60.0,60,60,0,29,3
1348,13,4,2,13,36.84615384615385,48,28,20,29,0
1349,7,4,3,6,38.57142857142857,57,28,29,9,0
1350,23,2,3,16,48.30434782608695,82,28,54,29,2
1351,2,2,2,2,47.5,57,38,19,29,0
1352,7,3,3,6,42.285714285714285,48,38,10,29,0
1353,1,1,1,1,48.0,48,48,0,29,3
1354,13,3,4,13,42.76923076923077,62,28,34,29,0
1355,2,2,1,2,48.0,48,48,0,29,3
1356,5,3,2,4,35.0,38,33,5,29,1
1357,7,2,2,7,52.285714285714285,82,28,54,9,0
1358,6,2,2,6,50.833333333333336,67,38,29,29,0
1359,5,1,2,5,56.2,67,38,29,29,3
1360,1,1,1,1,43.0,43,43,0,29,1
1361,1,1,1,1,28.0,28,28,0,29,1
1362,2,1,1,2,40.5,43,38,5,29,1
1363,4,1,1,3,41.75,43,38,5,29,1
1364,5,1,3,5,41.8,52,33,19,29,0
1365,6,3,2,6,39.5,62,33,29,29,0
1366,14,2,2,13,49.214285714285715,67,23,44,29,0
1367,1,1,1,1,62.0,62,62,0,29,3
1368,1,1,1,1,38.0,38,38,0,29,1
1369,3,1,2,3,49.333333333333336,52,48,4,29,3
1370,3,2,2,3,34.666666666666664,38,28,10,29,1
1371,2,1,1,1,43.0,43,43,0,29,1
1372,1,1,1,1,52.0,52,52,0,29,3
1373,6,2,3,6,50.5,72,23,49,29,0
1374,9,1,3,9,46.666666666666664,72,28,44,29,0
1375,4,3,1,4,34.25,48,23,25,29,1
1376,13,3,2,13,50.53846153846154,67,38,29,29,0
1377,17,3,3,15,49.529411764705884,82,28,54,29,2
1378,17,4,3,16,41.64705882352941,62,23,39,29,2
1379,4,1,2,4,41.5,57,33,24,29,0
1380,18,3,4,18,43.666666666666664,62,23,39,29,2
1381,1,1,1,1,38.0,38,38,0,29,1
1382,2,2,2,2,46.5,55,38,17,29,0
1383,1,1,1,1,38.0,38,38,0,29,1
1384,3,1,1,2,47.0,65,38,27,29,3
1385,5,2,2,5,38.0,48,33,15,29,1
1386,1,1,1,1,52.0,52,52,0,29,3
1387,6,1,1,5,56.5,67,38,29,29,3
1388,3,2,2,3,38.0,48,33,15,29,1
1389,1,1,1,1,33.0,33,33,0,29,1
1390,5,2,2,5,44.4,60,33,27,34,0
1391,1,1,1,1,28.0,28,28,0,29,1
1392,1,1,1,1,38.0,38,38,0,29,1
1393,3,2,1,3,39.666666666666664,43,38,5,29,1
1394,6,3,2,6,42.333333333333336,62,23,39,29,0
1395,4,1,2,4,40.5,48,23,25,29,1
1396,16,4,4,16,47.0625,77,28,49,29,2
1397,1,1,1,1,38.0,38,38,0,29,1
1398,1,1,1,1,48.0,48,48,0,29,3
1399,4,1,1,2,43.0,43,43,0,29,1
1400,5,1,3,5,50.2,62,38,24,29,0
1401,1,1,1,1,43.0,43,43,0,29,1
1402,1,1,1,1,28.0,28,28,0,29,1
1403,2,1,1,2,33.0,33,33,0,29,1
1404,8,2,1,7,50.5,57,38,19,9,3
1405,7,2,4,7,32.285714285714285,38,23,15,29,0
1406,5,1,3,5,38.0,43,28,15,29,1
1407,5,2,3,5,41.6,57,23,34,29,0
1408,6,4,2,6,40.666666666666664,62,28,34,29,0
1409,3,1,1,3,44.333333333333336,62,28,34,29,0
1410,2,2,1,2,48.0,48,48,0,29,3
1411,1,1,1,1,38.0,38,38,0,29,1
1412,1,1,1,1,38.0,38,38,0,29,1
1413,2,1,1,2,38.0,38,38,0,29,1
1414,1,1,1,1,38.0,38,38,0,29,1
1415,7,2,2,7,40.0,57,28,29,29,0
1416,6,2,3,6,45.5,62,28,34,29,0
1417,6,2,2,6,49.166666666666664,67,28,39,29,0
1418,20,4,4,19,46.05,62,28,34,46,2
1419,2,1,2,2,69.5,82,57,25,9,3
1420,8,1,3,8,45.125,67,28,39,46,0
1421,5,2,3,4,36.0,48,23,25,29,0
1422,13,3,3,12,45.15384615384615,57,33,24,41,0
1423,23,3,4,21,48.17391304347826,82,28,54,29,2
1424,1,1,1,1,52.0,52,52,0,29,3
1425,1,1,1,1,38.0,38,38,0,29,1
1426,1,1,1,1,52.0,52,52,0,29,3
1427,2,2,1,2,50.0,62,38,24,29,3
1428,1,1,1,1,28.0,28,28,0,29,1
1429,2,2,1,2,49.0,60,38,22,9,3
1430,2,1,1,2,52.5,62,43,19,29,3
1431,2,1,1,2,38.0,48,28,20,29,1
1432,11,3,4,10,41.90909090909091,57,28,29,29,0
1433,10,4,3,9,42.7,62,28,34,29,0
1434,1,1,1,1,57.0,57,57,0,29,3
1435,5,3,2,5,34.0,43,28,15,29,1
1436,8,2,3,8,33.625,48,23,25,46,0
1437,6,3,2,6,41.0,62,28,34,29,0
1438,2,2,1,2,30.5,38,23,15,29,1
1439,5,2,1,4,37.0,43,33,10,29,1
1440,7,4,3,7,55.142857142857146,77,28,49,29,0
1441,9,5,2,9,37.333333333333336,52,28,24,29,0
1442,3,2,2,3,50.0,62,33,29,29,0
1443,16,4,3,16,40.875,57,28,29,29,2
1444,8,2,2,8,47.625,67,33,34,29,0
1445,5,2,1,5,53.4,67,38,29,29,3
1446,4,1,2,3,49.0,82,38,44,29,0
1447,12,4,3,12,38.083333333333336,57,26,31,29,0
1448,44,5,3,38,41.81818181818182,67,28,39,29,2
1449,12,3,3,12,48.416666666666664,62,28,34,29,0
1450,1,1,1,1,28.0,28,28,0,29,1
1451,3,1,2,3,38.0,43,33,10,29,1
1452,29,2,4,26,46.10344827586207,62,28,34,29,2
1453,17,3,3,15,46.94117647058823,62,28,34,9,0
1454,6,2,2,5,36.333333333333336,43,28,15,29,1
1455,3,2,2,3,42.666666666666664,57,33,24,29,0
1456,2,1,2,2,40.5,43,38,5,29,1
1457,17,3,4,17,46.11764705882353,82,28,54,29,2
1458,8,3,3,8,42.25,62,28,34,21,0
1459,2,1,1,1,38.0,38,38,0,24,1
1460,1,1,1,1,43.0,43,43,0,46,1
1461,1,1,1,1,28.0,28,28,0,46,1
1462,1,1,1,1,62.0,62,62,0,46,3
1463,1,1,1,1,43.0,43,43,0,46,1
1464,1,1,1,1,43.0,43,43,0,46,1
1465,1,1,1,1,62.0,62,62,0,9,3
1466,5,2,2,5,40.0,48,28,20,9,0
1467,6,1,1,4,57.333333333333336,67,43,24,29,3
1468,1,1,1,1,48.0,48,48,0,29,3
1469,3,1,2,3,58.666666666666664,62,57,5,29,3
1470,1,1,1,1,62.0,62,62,0,29,3
1471,1,1,1,1,38.0,38,38,0,29,1
1472,5,3,2,5,40.0,48,33,15,29,0
1473,27,4,4,27,45.333333333333336,67,23,44,29,2
1474,4,1,2,4,44.0,62,28,34,9,0
1475,19,1,3,16,45.10526315789474,72,23,49,29,0
1476,6,2,3,4,54.5,62,43,19,29,0
1477,2,1,2,2,47.5,57,38,19,29,3
1478,1,1,1,1,57.0,57,57,0,29,3
1479,3,2,1,3,37.666666666666664,57,28,29,29,0
1480,3,1,2,3,44.333333333333336,52,38,14,29,1
1481,3,2,2,3,34.666666666666664,38,33,5,29,1
1482,1,1,1,1,62.0,62,62,0,9,3
1483,9,1,3,9,45.333333333333336,67,23,44,9,0
1484,2,1,1,2,35.5,43,28,15,29,1
1485,38,5,3,38,38.60526315789474,65,23,42,29,2
1486,19,4,4,19,38.73684210526316,62,18,44,29,2
1487,21,4,3,20,48.23809523809524,67,28,39,9,2
1488,20,3,2,19,43.5,82,23,59,29,2
1489,7,2,1,7,47.57142857142857,67,38,29,29,0
1490,2,1,1,2,33.0,38,28,10,29,1
1491,22,4,3,20,43.77272727272727,67,23,44,29,2
1492,1,1,1,1,52.0,52,52,0,29,3
1493,8,1,3,7,37.875,62,23,39,29,0
1494,1,1,1,1,52.0,52,52,0,29,3
1495,1,1,1,1,38.0,38,38,0,29,1
1496,9,3,3,9,44.22222222222222,62,33,29,29,0
1497,25,5,3,24,41.28,62,23,39,29,2
1498,6,3,2,6,53.166666666666664,67,33,34,29,0
1499,7,2,3,7,37.857142857142854,52,28,24,29,0
1500,3,2,2,3,42.666666666666664,57,23,34,29,0
1501,3,1,1,3,50.666666666666664,57,38,19,29,3
1502,2,2,1,2,42.5,57,28,29,9,0
1503,8,2,3,8,45.25,67,38,29,29,0
1504,3,1,2,2,41.333333333333336,43,38,5,29,1
1505,16,2,2,14,39.5625,48,28,20,29,0
1506,1,1,1,1,57.0,57,57,0,9,3
1507,2,1,1,2,38.0,38,38,0,9,1
1508,1,1,1,1,33.0,33,33,0,29,1
1509,2,2,2,2,45.5,48,43,5,29,1
1510,1,1,1,1,43.0,43,43,0,29,1
1511,1,1,1,1,38.0,38,38,0,9,1
1512,5,1,2,5,45.8,82,28,54,29,0
1513,11,3,3,10,46.27272727272727,62,38,24,29,0
1514,17,1,2,8,42.94117647058823,62,28,34,29,0
1515,2,1,1,2,38.0,38,38,0,29,1
1516,7,2,3,7,45.0,82,23,59,29,0
1517,4,3,1,4,44.0,57,28,29,29,0
1518,10,3,3,10,43.9,72,28,44,29,0
1519,4,2,3,4,36.75,48,23,25,17,0
1520,6,2,2,6,46.0,67,33,34,29,0
1521,4,1,1,4,40.5,48,33,15,29,1
1522,8,5,3,7,44.375,62,38,24,29,0
1523,1,1,1,1,28.0,28,28,0,29,1
1524,4,2,2,4,45.0,57,33,24,28,0
1525,1,1,1,1,43.0,43,43,0,29,1
1526,3,1,2,2,44.333333333333336,57,38,19,9,3
1527,34,5,4,29,44.38235294117647,82,28,54,29,2
1528,8,2,2,7,42.125,57,28,29,29,0
1529,1,1,1,1,23.0,23,23,0,29,1
1530,23,5,4,19,46.34782608695652,62,33,29,29,2
1531,40,4,4,31,41.075,62,18,44,29,2
1532,16,3,2,15,51.0,72,28,44,9,0
1533,4,1,1,3,35.5,38,28,10,29,1
1534,7,3,2,7,38.0,50,26,24,21,0
1535,26,4,4,26,44.26923076923077,72,28,44,29,2
1536,3,2,2,3,37.333333333333336,48,26,22,29,1
1537,1,1,1,1,43.0,43,43,0,29,1
1538,5,1,2,5,51.4,67,43,24,29,3
1539,1,1,1,1,23.0,23,23,0,29,1
1540,11,3,3,11,44.36363636363637,62,28,34,29,0
1541,2,1,1,2,33.0,38,28,10,29,1
1542,6,2,3,5,42.833333333333336,52,38,14,29,0
1543,1,1,1,1,38.0,38,38,0,29,1
1544,12,3,2,10,53.0,67,38,29,29,0
1545,1,1,1,1,52.0,52,52,0,29,3
1546,10,3,3,10,42.7,57,23,34,29,0
1547,17,4,3,10,50.35294117647059,82,28,54,29,2
1548,4,2,2,4,44.0,57,33,24,29,0
1549,2,1,1,2,28.0,33,23,10,29,1
1550,13,2,3,7,47.23076923076923,67,28,39,29,0
1551,7,1,2,6,38.714285714285715,43,28,15,29,1
1552,9,1,2,7,43.111111111111114,72,28,44,29,0
1553,2,2,2,2,52.5,62,43,19,29,3
1554,5,2,2,5,43.2,55,33,22,29,0
1555,9,1,3,9,48.666666666666664,67,28,39,29,0
1556,2,2,1,2,43.0,43,43,0,29,1
1557,3,1,1,2,62.0,62,62,0,29,3
1558,41,4,4,31,46.51219512195122,77,28,49,29,2
1559,4,1,3,4,36.75,48,28,20,29,1
1560,12,3,4,12,44.416666666666664,82,28,54,29,0
1561,5,3,1,4,29.0,33,23,10,29,1
1562,1,1,1,1,52.0,52,52,0,29,3
1563,20,5,4,20,38.2,67,23,44,29,2
1564,8,2,2,8,46.5,62,38,24,29,0
1565,2,1,1,1,57.0,57,57,0,29,3
1566,17,2,2,13,47.705882352941174,82,28,54,29,0
1567,1,1,1,1,52.0,52,52,0,29,3
1568,19,4,4,16,43.05263157894737,62,28,34,29,2
1569,7,3,3,7,44.142857142857146,62,33,29,29,0
1570,17,3,3,16,44.411764705882355,77,23,54,9,2
1571,2,2,2,2,35.5,38,33,5,29,1
1572,24,3,4,24,39.458333333333336,62,23,39,29,2
1573,5,2,1,4,44.8,62,38,24,29,0
1574,35,5,2,31,42.4,67,23,44,29,2
1575,8,2,1,8,52.5,82,28,54,29,0
1576,12,4,3,10,47.0,72,28,44,29,0
1577,6,3,2,6,37.5,60,23,37,29,0
1578,2,1,1,2,50.0,62,38,24,29,3
1579,6,2,3,6,46.5,62,33,29,29,0
1580,4,1,1,2,57.0,57,57,0,29,3
1581,6,3,2,6,27.166666666666668,33,20,13,29,1
1582,15,5,3,15,41.93333333333333,57,28,29,29,2
1583,11,2,3,10,51.54545454545455,82,28,54,29,0
1584,3,1,1,3,33.0,38,28,10,29,1
1585,1,1,1,1,33.0,33,33,0,29,1
1586,1,1,1,1,57.0,57,57,0,29,3
1587,7,1,2,7,48.42857142857143,82,28,54,29,0
1588,1,1,1,1,48.0,48,48,0,29,3
1589,12,1,4,11,40.666666666666664,62,23,39,29,0
1590,2,1,1,1,62.0,62,62,0,29,3
1591,6,1,2,4,42.0,52,38,14,29,1
1592,13,1,2,10,49.76923076923077,72,38,34,29,0
1593,1,1,1,1,48.0,48,48,0,29,3
1594,1,1,1,1,43.0,43,43,0,29,1
1595,10,2,3,10,46.1,67,28,39,29,0
1596,6,3,3,6,46.0,57,33,24,29,0
1597,22,4,4,21,44.5,82,28,54,29,2
1598,3,1,1,3,50.666666666666664,57,38,19,24,3
1599,8,2,2,6,47.375,62,38,24,29,0
1600,3,1,2,3,52.333333333333336,62,43,19,29,3
1601,5,2,1,5,40.8,62,28,34,29,0
1602,62,4,4,34,46.693548387096776,82,28,54,29,2
1603,4,3,2,4,42.75,62,33,29,29,0
1604,7,2,3,7,40.714285714285715,52,33,19,29,0
1605,2,1,1,1,43.0,43,43,0,29,1
1606,5,3,4,5,48.6,62,38,24,29,0
1607,3,2,1,2,53.666666666666664,57,52,5,29,3
1608,4,1,1,4,33.0,43,23,20,29,1
1609,1,1,1,1,43.0,43,43,0,29,1
1610,29,5,4,25,41.0,72,23,49,29,2
1611,2,1,1,2,46.5,60,33,27,29,3
1612,5,3,2,5,39.0,48,23,25,29,0
1613,1,1,1,1,48.0,48,48,0,29,3
1614,2,2,1,2,47.5,57,38,19,16,3
1615,4,2,2,4,49.5,60,38,22,29,0
1616,3,2,2,2,44.666666666666664,48,43,5,29,1
1617,9,2,4,8,41.44444444444444,67,26,41,29,0
1618,12,1,2,8,33.416666666666664,48,28,20,29,1
1619,2,2,1,2,47.5,57,38,19,29,3
1620,2,1,2,2,33.0,43,23,20,29,1
1621,4,3,2,4,45.25,52,38,14,29,0
1622,6,3,2,6,41.833333333333336,62,28,34,29,0
1623,1,1,1,1,38.0,38,38,0,29,1
1624,4,1,2,4,39.25,43,38,5,29,1
1625,7,4,2,7,42.142857142857146,72,28,44,29,0
1626,3,3,2,3,42.666666666666664,57,33,24,29,0
1627,6,1,2,5,55.5,62,48,14,29,3
1628,7,1,1,5,44.285714285714285,62,38,24,29,3
1629,9,4,3,9,42.666666666666664,82,20,62,29,0
1630,1,1,1,1,57.0,57,57,0,29,3
1631,14,4,3,5,44.0,62,28,34,29,0
1632,8,1,1,8,31.125,38,23,15,29,1
1633,1,1,1,1,67.0,67,67,0,29,3
1634,2,1,1,1,33.0,33,33,0,29,1
1635,14,2,3,14,46.92857142857143,67,33,34,29,0
1636,1,1,1,1,38.0,38,38,0,29,1
1637,3,2,2,3,59.0,72,43,29,29,3
1638,20,4,3,19,44.35,57,33,24,34,2
1639,8,1,3,8,48.75,67,33,34,29,0
1640,1,1,1,1,38.0,38,38,0,29,1
1641,5,3,1,4,35.0,38,28,10,29,1
1642,27,4,4,27,40.44444444444444,62,20,42,29,2
1643,9,3,3,6,44.77777777777778,57,28,29,22,0
1644,1,1,1,1,38.0,38,38,0,29,1
1645,11,4,1,11,38.45454545454545,48,28,20,29,0
1646,16,1,3,16,48.125,82,28,54,29,0
1647,1,1,1,1,28.0,28,28,0,29,1
1648,3,2,2,3,34.666666666666664,38,33,5,44,1
1649,13,4,2,9,43.69230769230769,57,23,34,29,0
1650,5,4,3,5,43.6,57,33,24,29,0
1651,8,2,3,8,43.0,67,28,39,29,0
1652,5,2,2,5,38.0,38,38,0,29,1
1653,9,4,3,9,48.22222222222222,72,28,44,29,0
1654,3,1,1,2,63.666666666666664,67,62,5,24,3
1655,9,1,1,9,49.666666666666664,67,38,29,29,3
1656,9,3,3,9,39.77777777777778,52,20,32,29,0
1657,1,1,1,1,52.0,52,52,0,29,3
1658,3,1,1,2,67.33333333333333,82,38,44,29,3
1659,7,1,1,7,49.714285714285715,72,28,44,9,0
1660,17,4,2,17,48.23529411764706,77,28,49,9,2
1661,9,1,1,7,46.888888888888886,72,28,44,9,0
1662,5,1,1,5,37.4,65,23,42,9,0
1663,1,1,1,1,23.0,23,23,0,9,1
1664,5,2,2,4,44.8,67,38,29,9,0
1665,21,4,3,19,46.19047619047619,67,28,39,29,2
1666,9,2,1,7,51.0,82,38,44,9,0
1667,1,1,1,1,43.0,43,43,0,29,1
1668,3,1,2,3,49.0,62,33,29,29,0
1669,1,1,1,1,57.0,57,57,0,46,3
1670,1,1,1,1,43.0,43,43,0,46,1
1671,1,1,1,1,43.0,43,43,0,46,1
1672,1,1,1,1,72.0,72,72,0,46,3
1673,2,1,1,2,54.5,57,52,5,29,3
1674,2,1,1,2,47.5,57,38,19,29,3
1675,13,2,2,11,39.53846153846154,62,23,39,29,0
1676,3,1,1,3,50.666666666666664,57,38,19,29,3
1677,4,3,2,4,36.5,52,28,24,29,0
1678,3,1,1,2,54.0,57,48,9,34,3
1679,17,3,3,12,42.0,62,28,34,9,0
1680,29,5,4,25,43.44827586206897,67,23,44,29,2
1681,2,1,1,2,52.5,62,43,19,29,3
1682,6,1,1,6,43.666666666666664,72,28,44,29,0
1683,7,3,1,7,35.857142857142854,48,28,20,29,1
1684,11,2,2,8,36.63636363636363,48,23,25,29,0
1685,9,1,1,9,52.55555555555556,82,28,54,9,0
1686,3,2,1,3,46.0,62,38,24,29,3
1687,6,4,2,5,61.333333333333336,82,28,54,29,0
1688,14,4,2,13,43.92857142857143,62,20,42,9,0
1689,6,1,1,3,42.666666666666664,62,28,34,29,0
1690,17,1,4,16,39.588235294117645,62,23,39,29,0
1691,1,1,1,1,28.0,28,28,0,29,1
1692,2,1,2,2,65.0,82,48,34,28,3
1693,4,1,1,4,46.0,65,33,32,28,0
1694,12,2,2,12,47.416666666666664,62,33,29,9,0
1695,11,3,2,8,42.45454545454545,57,23,34,9,0
1696,3,1,1,3,55.666666666666664,67,38,29,29,3
1697,5,3,2,5,46.8,62,38,24,29,0
1698,3,2,1,3,52.333333333333336,62,33,29,9,0
1699,3,2,2,3,41.0,57,33,24,29,0
1700,2,1,1,2,40.5,43,38,5,29,1
1701,3,2,2,2,31.333333333333332,38,28,10,9,1
1702,10,3,4,10,39.0,57,28,29,29,0
1703,11,3,3,10,40.45454545454545,62,20,42,9,0
1704,5,2,2,5,45.6,62,33,29,9,0
1705,9,3,3,9,48.111111111111114,62,33,29,29,0
1706,3,3,2,3,29.666666666666668,33,23,10,29,1
1707,11,3,2,11,32.54545454545455,48,23,25,19,0
1708,4,3,2,4,46.5,62,28,34,9,0
1709,1,1,1,1,43.0,43,43,0,29,1
1710,6,3,3,6,48.666666666666664,62,28,34,9,0
1711,1,1,1,1,38.0,38,38,0,42,1
1712,1,1,1,1,62.0,62,62,0,29,3
1713,1,1,1,1,62.0,62,62,0,29,3
1714,27,3,4,16,44.48148148148148,82,28,54,29,2
1715,1,1,1,1,52.0,52,52,0,29,3
1716,12,3,3,12,51.0,82,23,59,9,0
1717,7,1,2,6,41.714285714285715,60,28,32,9,0
1718,15,4,2,12,36.266666666666666,62,28,34,9,0
1719,6,4,2,6,53.666666666666664,72,33,39,9,0
1720,1,1,1,1,33.0,33,33,0,29,1
1721,22,1,1,8,53.54545454545455,82,38,44,29,0
1722,1,1,1,1,33.0,33,33,0,29,1
1723,2,1,1,1,62.0,62,62,0,29,3
1724,2,1,1,2,40.5,43,38,5,9,1
1725,1,1,1,1,33.0,33,33,0,29,1
1726,3,1,3,3,50.333333333333336,60,43,17,29,3
1727,1,1,1,1,23.0,23,23,0,8,1
1728,1,1,1,1,33.0,33,33,0,29,1
1729,4,1,2,3,34.25,38,28,10,29,1
1730,13,4,2,12,39.92307692307692,48,28,20,29,0
1731,12,3,1,9,47.583333333333336,62,33,29,9,0
1732,15,3,4,10,45.46666666666667,62,23,39,29,0
1733,1,1,1,1,60.0,60,60,0,29,3
1734,3,1,1,3,46.0,62,38,24,9,3
1735,2,1,1,2,40.5,48,33,15,29,1
1736,1,1,1,1,38.0,38,38,0,9,1
1737,1,1,1,1,38.0,38,38,0,29,1
1738,6,2,3,5,43.666666666666664,52,38,14,29,0
1739,6,1,2,6,41.166666666666664,62,23,39,9,0
1740,4,1,1,3,53.5,57,48,9,29,3
1741,3,2,2,3,44.333333333333336,57,38,19,29,0
1742,7,1,3,7,36.42857142857143,52,23,29,29,0
1743,2,1,1,2,52.5,67,38,29,29,3
1744,12,2,3,11,44.75,62,23,39,29,0
1745,5,2,3,5,45.6,67,23,44,29,0
1746,2,1,1,2,47.5,62,33,29,29,3
1747,22,4,3,19,46.13636363636363,67,28,39,29,2
1748,8,3,4,8,47.625,67,33,34,29,0
1749,1,1,1,1,48.0,48,48,0,29,3
1750,3,1,1,3,51.0,82,28,54,29,0
1751,6,3,3,6,47.166666666666664,65,28,37,29,0
1752,2,1,2,2,38.0,38,38,0,29,1
1753,6,1,2,6,50.0,62,38,24,29,0
1754,2,1,1,1,38.0,38,38,0,29,1
1755,1,1,1,1,72.0,72,72,0,29,3
1756,3,2,2,3,44.333333333333336,62,33,29,29,0
1757,1,1,1,1,65.0,65,65,0,29,3
1758,1,1,1,1,23.0,23,23,0,29,1
1759,21,2,3,13,51.142857142857146,82,38,44,29,0
1760,15,5,3,14,38.86666666666667,62,23,39,29,2
1761,3,2,1,3,44.333333333333336,57,28,29,38,0
1762,4,3,2,3,46.5,62,28,34,29,0
1763,14,2,4,13,39.285714285714285,52,28,24,29,0
1764,11,2,1,8,39.81818181818182,48,28,20,29,1
1765,3,2,3,3,46.0,57,33,24,29,0
1766,16,4,3,16,36.375,52,20,32,29,2
1767,8,2,2,8,49.875,67,33,34,29,0
1768,3,1,1,3,57.333333333333336,67,43,24,29,3
1769,16,4,4,15,37.6875,57,20,37,29,2
1770,1,1,1,1,67.0,67,67,0,29,3
1771,9,3,2,8,44.44444444444444,62,28,34,29,0
1772,1,1,1,1,52.0,52,52,0,29,3
1773,4,1,1,4,58.5,82,28,54,29,0
1774,12,3,1,10,46.833333333333336,62,33,29,29,0
1775,1,1,1,1,48.0,48,48,0,29,3
1776,1,1,1,1,38.0,38,38,0,29,1
1777,13,3,2,10,59.23076923076923,82,33,49,9,0
1778,6,1,1,6,52.333333333333336,67,38,29,29,3
1779,5,1,1,3,41.0,48,23,25,29,1
1780,5,2,2,5,42.8,62,28,34,29,0
1781,2,1,2,2,55.0,62,48,14,29,3
1782,7,3,3,7,45.285714285714285,55,33,22,29,0
1783,2,1,1,2,47.5,57,38,19,29,3
1784,8,1,2,7,45.875,82,28,54,29,0
1785,2,1,1,2,48.0,48,48,0,29,3
1786,1,1,1,1,20.0,20,20,0,29,1
1787,11,4,3,11,43.18181818181818,62,28,34,29,0
1788,9,3,2,9,38.0,48,28,20,29,0
1789,6,2,1,6,54.666666666666664,67,38,29,29,3
1790,2,2,2,2,38.0,48,28,20,29,1
1791,2,1,1,2,45.0,52,38,14,29,1
1792,11,2,1,4,53.90909090909091,62,43,19,29,3
1793,4,2,1,4,42.75,57,38,19,29,1
1794,4,1,1,4,45.25,72,28,44,29,0
1795,5,1,2,5,50.4,67,28,39,29,0
1796,3,2,2,3,35.333333333333336,48,20,28,44,0
1797,4,1,1,4,35.5,38,33,5,29,1
1798,6,4,1,6,32.166666666666664,38,28,10,29,1
1799,1,1,1,1,67.0,67,67,0,29,3
1800,5,3,1,5,41.0,43,38,5,29,1
1801,7,3,2,7,50.285714285714285,62,38,24,29,0
1802,25,5,4,25,45.72,67,23,44,29,2
1803,6,1,2,5,45.166666666666664,62,23,39,29,0
1804,4,4,3,4,47.5,57,33,24,29,0
1805,5,4,3,5,42.0,48,28,20,29,0
1806,1,1,1,1,28.0,28,28,0,29,1
1807,3,2,1,3,38.0,43,33,10,29,1
1808,8,2,1,7,53.125,67,38,29,29,3
1809,13,4,2,13,40.53846153846154,57,28,29,29,0
1810,41,3,4,25,44.829268292682926,67,28,39,29,2
1811,9,1,3,9,44.888888888888886,67,23,44,29,0
1812,2,1,1,2,33.0,38,28,10,29,1
1813,2,1,1,2,47.5,57,38,19,29,3
1814,13,4,4,13,45.30769230769231,67,28,39,29,2
1815,2,2,1,2,25.5,28,23,5,29,1
1816,3,1,2,2,34.666666666666664,38,28,10,29,1
1817,1,1,1,1,38.0,38,38,0,29,1
1818,4,1,1,3,57.25,67,38,29,29,3
1819,6,2,1,6,61.166666666666664,67,57,10,29,3
1820,5,2,1,4,59.0,67,52,15,29,3
1821,1,1,1,1,33.0,33,33,0,29,1
1822,5,1,3,5,46.0,65,23,42,29,0
1823,6,1,2,5,42.666666666666664,67,28,39,29,0
1824,21,1,4,19,50.142857142857146,82,23,59,29,2
1825,3,3,2,3,44.333333333333336,62,28,34,29,0
1826,4,1,1,4,60.0,82,43,39,29,3
